Course	Room	Teacher	Time	Students
001168	TAYD	0309967	1	0821922 0871681 0904516 0909091 0917883 0920095 0952783 0957333 0988263 0989432 0991668 0993517 1010643 1021017 1038420 1045379 1055078 1056281 1078680 1080303 1081101 1082907 1085324 1087081 1088180 1088882 1095157 1129814 1170823 3073138 
010725	GOA	3092941	1	0825970 0833266 0912781 0920248 0959919 1005720 1080398 1081250 1102354 
008479	CARP25	0031619	2	0827963 0906618 0909942 0971073 0976318 0987937 0988544 0991120 1000750 1006405 1009104 1032929 1050781 1064270 1073544 1082799 1084017 
008485	CARP17	0031553	1	0827963 0906085 0906618 0945635 0986094 1016434 1019827 1032929 1077003 1079614 
001547	TAYSEM	1054236	1	0828394 0993517 1076234 1087782 1167438 3100897 
001561	ROSTUD	0031756	1	0828394 0964596 3070374 3086400 3098799 
003277	RCSEM	0675005	1	0833266 0952594 0987243 1001039 
007372	PK229	0603646	2	0833266 0911807 0919158 0952443 0959200 0991120 0993517 1003128 1025508 1041140 1042335 1044791 1055441 1056600 1060299 1065732 1066431 1066924 1095717 1102354 1122784 1139478 1143290 1150720 1169382 1169402 1170033 3064977 3074167 3075188 3089651 
002413	PK278	3207943	1	0847790 0999896 1056910 1066007 1066683 1082905 1086927 1097648 1098210 1104356 3070090 3074930 3080592 3092360 3103038 
003008	PK10	3195619	1	0847790 0877028 0911807 1002241 1007799 1021751 3077064 
003027	PK227	0375562	2	0847790 0877028 0907063 1001894 1002241 1056963 1058048 1077294 1078819 1080792 
003031	TAYB	0375562	4	0847790 0907063 0971315 0993268 
004873	EHLEC	3194193	1	0849713 0853988 0904918 0956475 0966303 0968216 0988355 0988631 0991668 1001887 1004206 1007348 1064385 
004888	TAYC	0032827	1	0849713 0912699 0913946 0919776 0920251 0966303 0970262 0988355 0989401 0991229 0991668 1001887 1004206 1007348 1085324 
004369	PK128	0138190	1	0852148 0908461 
005202	PK227	0056990	1	0852148 0985440 1041140 1056600 1057592 1080648 1116854 1143265 3094722 3107589 
002399	RCCON	3208421	1	0852192 0897034 0906085 0920237 0976421 0999896 1001806 1053370 1065945 1066007 1076854 1082905 1134015 1146215 
002712	GOCOM	0468281	1	0852192 0917732 0945809 0952008 1000939 1016793 
008810	TH251	0576472	2	0852192 0904347 0920095 0945034 0976421 1000895 1004733 1006799 1076274 
010971	PK232	0912672	1	0852502 0911802 0944831 0952008 0967411 1042335 1163417 3073507 3094906 
003484	EHSEM	0031353	1	0853174 0945034 0952008 0993506 0998815 1039943 1065238 1065646 1066335 1085061 1088192 1105086 1160614 3071734 3072397 3110771 
007125	GOB	0162976	1	0853174 0867125 0906447 0911802 0918074 0920237 0945264 0966414 0986262 0987600 1001196 1004968 1007799 1016996 1019674 1040818 1067483 1076246 1076922 1078648 1084185 3085403 
005156	PK336	0493855	1	0853988 0907596 0913115 0913989 0945449 0985440 0986367 0992186 0992796 1005112 1007882 1018817 1021017 1039679 1041140 1056320 1066308 1066431 1066924 1076274 1078646 1080894 1090564 1095814 1101336 1121871 3073692 3079272 3095009 3100876 
011046	PEMSTD	3194197	1	0859409 0945635 0986688 0993268 1005971 
005199	EHII	0493855	2	0865582 0909216 0991769 0995269 1007134 1039679 1055441 1056688 1065271 1080303 1088972 1160158 3076618 3085083 3094722 
005247	TH251	0493855	4	0865582 0917732 0976244 0986688 0992186 1076783 1088173 
008467	DAL100A	0125630	1	0865582 0913989 1000750 1002606 1005346 1020695 1025035 1082799 1086710 1133174 1143639 1170370 3076576 
