Course	Room	Teacher	Time	Students
001424	TH104	0024663	7	0851684 0912439 0917702 0973811 1025508 1044157 1047339 1056281 1057779 1082919 1083430 1083627 1084334 
002856	PK10	0675005	1	0779081 0856128 0867125 0871681 0900240 0903449 0906085 0907217 0907596 0911802 0912699 0913880 0913946 0913989 0914290 0914299 0915622 0915648 0917883 0918519 0919158 0920251 0945034 0954830 0958492 0958984 0959304 0964596 0966094 0968216 0970193 0971073 0971315 0973811 0976318 0980544 0980693 0986688 0986807 
002872	TH110	1084458	10	0780191 0885444 0901688 0917702 0952211 0973811 1010750 
004735	TH251	0004955	9	
005847	CAN311	1015598	2	0780191 0789995 0820055 0865645 0899292 1001887 1056815 1057592 
001189	DAL204	0138190	7	0780485 0827460 0828467 0897911 0904706 
001862	PK229	0031557	10	0780528 0790880 0804193 0806886 0814828 0820055 0825646 0830700 0834343 0857087 0862176 0865894 0873557 0892236 0903600 1016462 
005123	TAYSEM	0031560	7	0781147 0783959 0834138 
008796	DAL105	0031392	7	0781191 1005971 
002162	PK264	0986606	5	0781472 0799016 0806269 0812300 0847932 0851403 0861690 0865276 0884876 0886763 0888075 0890199 0901946 0911941 1015706 
002164	PK264	0180723	6	0784558 0799016 0806269 0812300 0847932 0850854 0851209 0851403 0852940 0861690 0886763 0888075 0890199 0901946 0911941 
004830	CARP15	0348369	10	0782876 0810885 0871309 0899135 0899292 0901481 0914599 0960084 
005159	TH111	1084458	7	0782876 0807347 0827772 0948568 0951991 0991668 0993532 1057004 
004807	TAYF	0672202	11	0783456 0972660 1005112 1056217 1084017 
004359	TAYB	0138190	9	0784123 0789284 0948568 0950504 0970262 0972861 0986807 1005149 1040868 1066309 1066915 1077416 1077482 1079771 1080648 1086916 
001764	GOB	1165592	5	0785336 0879882 0952008 0981989 0991763 0993566 1003389 1084462 
002635	GIL210	0320102	6	0785336 0911706 0952443 0959092 0991120 1006444 1046086 1056815 
008439	TAYG	0132890	9	0791975 0860298 0896224 0897034 0906085 0907596 0907897 0909560 0911936 0945635 0971073 1005451 1056600 
001442	TH104	1167855	9	0787159 0858527 0993532 1007196 
008784	GIL101	0031572	6	0859409 0916427 0945635 
006539	GIL101	0777265	8	0787430 0830911 0883488 
006863	PK337	0826957	5	0787582 0799414 0822717 0830862 0832455 0834138 0852358 0860659 0889858 
007902	RCSEM	0028745	2	0794297 0812518 0829376 0987276 1046439 1076085 
004046	TH102	0854975	9	0795445 0829788 0833695 0910056 
004297	PK259	0994827	3	0799414 0822717 0832455 0882728 0889858 0904540 0909662 
008420	TH251	0031553	10	0803579 0847790 0855859 0858864 0862152 0909560 0915740 0958492 0971073 0972633 0987937 0991120 1001894 1003539 1017760 1077003 1077815 
004282	PK259	1165566	5	0803723 0806189 0825478 0901539 0909091 0909662 
006518	GIL101	0777265	9	0851545 0852109 1000895 1076989 
005221	TH111	1167853	10	0807993 0865667 0883015 0911598 0976244 1019212 
002412	ROSTUD	1051497	5	0809192 0825616 0826565 0829096 0829360 0851310 0852945 0858034 0859066 0860497 0869484 0894845 0903191 0904301 0907150 0909560 0919825 0945584 0949279 0991672 0993169 1016462 1034578 
001194	DAL204	0706398	9	0810196 0911941 0914260 0915226 
002660	EHII	0031572	10	0810794 
002709	EHII	0024092	11	
008773	DAL105	0431786	10	0812824 0897034 0904347 0912781 0913880 0913989 0919158 0920095 0945034 0959337 0960037 0986688 0992189 1004733 1006899 1007882 1015256 1017444 1025629 1055078 1056688 1076854 1078508 
001847	PK227	0814748	10	0814593 0830280 0830807 0848492 0861391 0861815 0882323 0905540 0908164 0909692 0918118 
004036	TH104	0030564	11	0867494 0899440 0988355 
004355	TAYB	0989327	11	0825024 0847790 0900525 1054176 1064045 1068109 
001196	DAL204	1051497	10	0819118 
002564	PK232	1167856	3	0858924 0859319 0958879 
005282	TH111	0493856	9	0826670 0896217 1005633 
001468	TH110	0432212	11	0850564 
004278	PK259	0017611	6	0901539 0909662 
001559	PEMSTD	0129398	5	
002668	EHII	0031392	12	
002671	TAYD	0138190	12	0825935 0851187 0873190 
004866	CARP15	0031582	11	0831800 
003445	EHI	0031359	9	0988631 1040618 1040874 1053370 
001566	ARNST	0826962	3	0834544 0849809 0865618 0889700 0967532 0988631 1065945 1084462 
001568	ARNST	0826962	4	0834472 0834544 0849809 0865618 0889700 0908998 0967532 0988631 1065945 1084462 
005141	TH111	1062910	11	1037745 1040045 1078413 
007905	RCSEM	0031539	3	0827772 0852109 1040874 
004879	TAYF	1051497	13	0828065 
002367	ROSTUD	0493725	6	0829096 0859066 0892236 0894845 0903191 0909560 0958897 0993169 0999896 1001394 1019025 1034578 1041559 1058058 1076783 
006038	PK243	0031621	8	0829788 0858924 0896929 0901961 0907914 0987613 0992577 0999715 1002729 
006544	PK336	0127086	10	0830276 0851545 0900429 0992801 
006585	TH251	1075274	11	0830276 
004666	CARP17	0775640	12	0831800 0849245 1016434 1067483 
001179	CARP21	0827357	12	0831966 0906896 0944831 0988355 
004009	TH104	0163316	12	0832653 0851033 0861504 0906447 0920400 0967793 0988625 0991763 0992186 0992796 0998351 1003476 1018174 1018936 1041981 1055290 1056738 1056963 1058180 1064790 1065142 1066007 1067334 1067724 1067862 1068052 1077294 1078819 1079444 1081952 1082799 1083626 1085061 1086329 
004739	CARP15	1084458	13	0834603 
006024	PK243	0031454	7	0907063 0972861 0992577 1037541 1040818 1049929 1053370 1056012 1058223 1066915 1067334 1068383 1076989 1077161 1077257 1077417 1077482 1078508 1086916 
002949	GIL101	1051497	14	0846811 0888222 
002939	TH224	0320102	9	0847254 0860663 0999733 1007394 
002945	TH224	0088906	11	0860497 0909693 
004838	TAYF	1051497	14	0849713 0889700 0901481 0903600 0914599 0917040 0950942 1003476 1065945 
007010	TH111	0162976	12	0850607 0867125 0904003 0907493 0909585 0913115 0945264 0954917 0966414 0999896 1001196 1004968 1005315 1007799 1009103 1019006 1030693 1040818 1044561 1065271 1068526 1077257 1083431 
006500	TH251	0777265	12	0851024 0852109 0853970 0858181 0985094 0985440 0998799 1002036 1005346 1021017 1024315 1025035 1025522 1030683 1032432 1032769 1032929 1038303 1064780 1067182 1077413 
