Course	Room	Teacher	Time	Students
003407	EHI	1081648	10	1005059 1006744 1035148 1056722 1065196 1066335 1067748 1076776 1078921 1079366 1081917 
001156	PK229	0493725	11	
002855-B	PK10	0309967	3	1037541 1038303 1039679 1039831 1039868 1039943 1040045 1040618 1040818 
008765-B	TH102	0431786	14	0671926 0904680 0911775 0944831 0998323 1003100 1009559 1009729 1013071 1015275 1017339 1018252 1019674 1020520 1025845 1032929 
002856-B	PK10	0675005	5	0948568 0988271 0989520 0993517 0999195 1001887 1002606 1002706 1004206 
006024-B	PK336	0031454	16	0836471 0904680 0906963 0988603 0993929 0998351 1004225 1005412 1006438 1017339 1020520 1020727 1021751 1025379 1025533 1025623 1025629 1029737 1029787 1036442 1046439 1083080 
006024-B	PK336	0031454	16	0836471 0904680 0906963 0988603 0993929 0998351 1004225 1005412 1006438 1017339 1020520 1020727 1021751 1025379 1025533 1025623 1025629 1029737 1029787 1036442 1046439 1083080 
006024-B	PK336	0031454	16	0836471 0904680 0906963 0988603 0993929 0998351 1004225 1005412 1006438 1017339 1020520 1020727 1021751 1025379 1025533 1025623 1025629 1029737 1029787 1036442 1046439 1083080 
006024-B	PK336	0031454	16	0836471 0904680 0906963 0988603 0993929 0998351 1004225 1005412 1006438 1017339 1020520 1020727 1021751 1025379 1025533 1025623 1025629 1029737 1029787 1036442 1046439 1083080 
006024-B	PK336	0031454	16	0836471 0904680 0906963 0988603 0993929 0998351 1004225 1005412 1006438 1017339 1020520 1020727 1021751 1025379 1025533 1025623 1025629 1029737 1029787 1036442 1046439 1083080 
001424-B	CARP13	0024663	15	0779081 0896036 0901262 1011104 1018817 1025845 1028249 1030693 1049929 1057592 1064385 1077815 
002992-B	TH224	0031400	13	0827963 0836904 0848150 0867494 0911775 0959337 1004997 1020083 1024283 1036027 1058048 1068109 1076922 1081917 1081952 1083431 
001213-B	DAL100A	0031471	13	0769943 0770471 0771438 0788562 0809463 0812628 0813277 0818384 0818599 0827928 0833695 0854235 0915579 
006029-B	PK328	1167858	9	0806189 0918064 0945584 0946010 0952008 0958492 0959304 0993169 1002405 1005971 1007134 1038671 1055590 1057535 
001151-B	TAYD	0309967	19	0889858 0911366 0918064 0952211 0958186 0965861 0991763 1009729 1020478 1025460 1037541 1057520 1064790 1081939 1082150 
001151-B	TAYD	0309967	19	0889858 0911366 0918064 0952211 0958186 0965861 0991763 1009729 1020478 1025460 1037541 1057520 1064790 1081939 1082150 
001151-B	TAYD	0309967	19	0889858 0911366 0918064 0952211 0958186 0965861 0991763 1009729 1020478 1025460 1037541 1057520 1064790 1081939 1082150 
001151-B	TAYD	0309967	19	0889858 0911366 0918064 0952211 0958186 0965861 0991763 1009729 1020478 1025460 1037541 1057520 1064790 1081939 1082150 
001151-B	TAYD	0309967	19	0889858 0911366 0918064 0952211 0958186 0965861 0991763 1009729 1020478 1025460 1037541 1057520 1064790 1081939 1082150 
007364-B	DAL204	0162977	18	0906447 0991120 1004324 1005427 1006444 1017339 1018174 1018271 1019006 1019212 1020695 1021017 1025533 1030369 
007364-B	DAL204	0162977	18	0906447 0991120 1004324 1005427 1006444 1017339 1018174 1018271 1019006 1019212 1020695 1021017 1025533 1030369 
007364-B	DAL204	0162977	18	0906447 0991120 1004324 1005427 1006444 1017339 1018174 1018271 1019006 1019212 1020695 1021017 1025533 1030369 
007364-B	DAL204	0162977	18	0906447 0991120 1004324 1005427 1006444 1017339 1018174 1018271 1019006 1019212 1020695 1021017 1025533 1030369 
007364-B	DAL204	0162977	18	0906447 0991120 1004324 1005427 1006444 1017339 1018174 1018271 1019006 1019212 1020695 1021017 1025533 1030369 
008784-B	DAL105	0031572	9	0902118 0904003 0906896 0907493 0918009 0999896 1001196 1007458 
008439-B	TAYE	0132890	15	0786698 0850382 0859719 0909942 0985440 0988544 0989401 0989590 0998815 1009104 1016793 
008439-B	TAYE	0132890	15	0786698 0850382 0859719 0909942 0985440 0988544 0989401 0989590 0998815 1009104 1016793 
007008-B	EHII	0316015	14	0783208 0848750 0883488 0896979 0903229 0918074 1000355 1056815 1065654 1073544 
003445-B	EHII	0031359	16	0826363 0831413 0887308 0887398 0901570 0965925 0991756 1015256 1040868 
003445-B	EHII	0031359	16	0826363 0831413 0887308 0887398 0901570 0965925 0991756 1015256 1040868 
003445-B	EHII	0031359	16	0826363 0831413 0887308 0887398 0901570 0965925 0991756 1015256 1040868 
003445-B	EHII	0031359	16	0826363 0831413 0887308 0887398 0901570 0965925 0991756 1015256 1040868 
