84.09864
Zero Conflict:37125
Nonzero Conflict:3023
More students interested than room limit: 2
Course	Room	Teacher	Time	Students
004360	10 / 33 / 10	DAL119	0847593	2	3196465 3252368 3344218 3369591 3375685 3412261 3414298 3422146 3425150 3428844 
006850	18 / 39 / 20	TAYF	0031347	1	3197293 3250395 3250498 3331179 3372100 3397334 3404386 3413283 3413774 3418094 3422146 3426658 3428844 3429566 3431750 3432077 3439364 3440508 
004377	6 / 13 / 8	CARP15	3451416	1	3231318 3319863 3329365 3411159 3412557 3425095 
009270	14 / 29 / 17	EHLEC	3310251	1	3198263 3223362 3255727 3269425 3343167 3397807 3417172 3425401 3426654 3430196 3433788 3437978 3438443 3439636 
012758	12 / 23 / 15	PK349	0030512	1	3198769 3251757 3256354 3304568 3304946 3323859 3329686 3344941 3397586 3417553 3436206 3436216 
008782	3 / 15 / 9	DAL6	0576472	1	3198776 3219743 3438442 
002395	3 / 13 / 8	TH104	0263980	1	3309945 3324289 3414124 
005298	7 / 15 / 9	PEMSTD	3452160	1	3198788 3323354 3329449 3329662 3339827 3340672 3395624 
006849	16 / 28 / 17	DAL25	0402773	1	3198863 3250683 3260251 3340838 3341079 3359188 3359596 3405744 3415044 3416398 3417370 3430978 3431080 3432259 3432344 3439624 
007007	22 / 40 / 27	TAYG	3453289	1	3198918 3226945 3250803 3339061 3340324 3351895 3384120 3415801 3416375 3416896 3417001 3422964 3426213 3426244 3429834 3430298 3435313 3435722 3437591 3439670 3440024 3459730 
005284	1 / 12 / 2	CARP13	0031373	2	3339827 
012822	2 / 2 / 2	PK354	3448653	1	3199454 3330318 
004276	40 / 65 / 42	TH110	3393042	1	3199633 3248623 3252499 3312777 3323512 3339315 3340683 3344218 3375629 3396492 3399606 3402556 3402910 3404341 3406196 3406295 3411136 3411546 3412520 3413441 3415125 3415769 3415858 3415870 3416286 3416374 3416598 3416998 3420380 3423723 3426556 3426719 3432398 3432796 3436683 3438033 3438084 3438100 3438465 3439402 
012818	4 / 15 / 5	DAL212A	3448653	2	3199633 3248623 3314570 3414124 
001562	5 / 42 / 15	PK243	0129398	3	3200235 3225356 3257109 3432259 3438068 
012353	0 / 2 / 2	BYC239	1168366	1	
002695	0 / 9 / 1	DAL212E	3451416	2	
012438	4 / 12 / 8	CARP13	0770587	1	3212089 3337246 3397265 3431672 
001448	6 / 15 / 9	TH111	0853792	1	3212095 3219927 3221499 3223179 3255465 3358339 
011326	3 / 36 / 7	PK25	1051497	3	3212197 3358960 3402721 
004016	6 / 22 / 15	TAYD	3442425	1	3212483 3330355 3351574 3363977 3416424 3420025 
006550	1 / 5 / 3	TH121	3451418	1	3222827 
002562	14 / 36 / 19	PK25	0564741	1	3216872 3217578 3220739 3227297 3313406 3316953 3324271 3364991 3397012 3418908 3431445 3432301 3433251 3440023 
001195	13 / 33 / 19	DAL119	0031471	1	3217410 3225012 3263732 3396313 3396422 3397442 3405153 3412523 3417042 3431939 3435734 3438472 3438652 
004872	2 / 9 / 6	DAL212E	0989327	1	3304629 3417097 
011829	2 / 5 / 3	ROSTUD	0103578	1	3218659 3219221 
002464	4 / 8 / 5	PK231	3208421	1	3218974 3219871 3323345 3405829 
003540	5 / 23 / 8	PK278	0024092	2	3219056 3231817 3234723 3250498 3324360 
012843	2 / 60 / 3	PK229	3447549	6	3245617 3417512 
002403	5 / 17 / 6	DAL2	1137952	2	3415769 3416658 3417299 3418094 3432243 
012850	15 / 52 / 16	PK180	3455481	2	3219927 3227014 3250084 3255465 3364639 3380465 3382662 3415175 3418216 3424594 3432398 3434079 3439158 3439387 3440036 
003560	7 / 29 / 9	EHLEC	0031359	2	3224227 3275705 3303344 3336765 3352054 3435183 3449263 
001756	3 / 15 / 5	EHII	0254474	2	3220795 3225118 3269275 
011333	0 / 12 / 2	DAL1	0031573	2	
011209	1 / 12 / 2	TAYB	0637692	2	3220990 
011298	5 / 39 / 10	TAYF	0058557	3	3221499 3255727 3269425 3382205 3426654 
005191	6 / 52 / 6	PK180	1137952	4	3221756 3395624 3413356 3426556 3431740 3438652 
005727	5 / 23 / 8	PK349	0984701	2	3221756 3239404 3250395 3382410 3416398 
006024	70 / 9999 / 70	zoom	0301909	3	3222195 3270468 3322886 3330300 3331180 3331222 3340158 3355412 3359026 3360165 3374040 3375389 3378849 3396377 3396892 3404196 3404534 3404693 3405619 3412549 3412825 3413356 3413923 3414273 3415849 3416232 3416536 3416598 3417717 3418120 3418908 3420434 3420437 3420884 3421700 3421753 3425150 3426719 3429602 3429810 3430401 3430706 3430786 3431294 3431672 3432301 3433501 3433663 3433849 3434130 3435039 3435692 3435771 3436260 3436311 3436930 3437511 3437827 3438374 3439158 3439280 3439328 3439558 3439624 3439670 3439818 3440036 3440075 3440175 3440409 
011311	5 / 15 / 5	GOB	3198619	2	3222827 3260429 3352660 3411136 3418479 
012813	1 / 28 / 1	DAL25	3451416	4	3223347 
004281	3 / 33 / 6	DAL119	3092832	3	3331222 3338009 3340158 
002872	4 / 22 / 7	TAYD	0847173	2	3254408 3337322 3413574 3416375 
004740	0 / 9 / 1	RCSEM	1084458	2	
009296	6 / 17 / 6	PK337	3310251	2	3224950 3254633 3323354 3405604 3414068 3418441 
011328	5 / 40 / 5	DAL300	1051497	4	3225302 3247072 3250244 3354445 3415858 
002390	1 / 29 / 4	TH102	0316015	3	3226257 
003467	2 / 15 / 5	CAN314	3443571	2	3226486 3433539 
008774	15 / 60 / 15	PK229	0899465	4	3226945 3374194 3374470 3396313 3397066 3411158 3412864 3413923 3415407 3417284 3421604 3425114 3433251 3433945 3435070 
012840	0 / 8 / 1	PK10	3451425	2	
002572	2 / 15 / 3	PEMSTD	3393847	2	3411646 3423829 
011219	4 / 15 / 4	DAL6	0168763	2	3227211 3319602 3329765 3440075 
012352	4 / 39 / 4	CARP21	0129398	4	3227211 3227297 3339354 3351809 
011327	4 / 42 / 4	PK243	1051497	5	3227297 3260429 3358228 3412997 
007032	9 / 52 / 9	TAYE	0031573	4	3227669 3249123 3374479 3384120 3396837 3418479 3435734 3439480 3439701 
012033	2 / 36 / 2	PK25	3310251	4	3231318 3340716 
001229	2 / 28 / 3	DAL25	1020104	3	3236337 3359596 
011987	1 / 11 / 2	EHIII	0004955	2	3236356 
012890	0 / 27 / 1	PK336	1084458	4	
013005	2 / 33 / 2	DAL119	3443571	4	3236356 3416375 
002396	3 / 15 / 3	TH111	0020988	2	3245992 3261631 3330298 
009232	5 / 40 / 12	DAL300	3208421	3	3324289 3337334 3337390 3412835 3414016 
004010	27 / 60 / 30	PK229	3442425	2	3249123 3251757 3354609 3404196 3414273 3415125 3417073 3417088 3418058 3419570 3420380 3425095 3425755 3428820 3430978 3431629 3431651 3434124 3434539 3435692 3436227 3436260 3436311 3437329 3437781 3439356 3439624 
007882	8 / 28 / 9	DAL25	0470839	2	3249454 3251781 3331686 3340716 3363924 3365824 3402583 3404279 
001424	10 / 39 / 13	CARP21	0020093	2	3252499 3374194 3417166 3421770 3425356 3426735 3436206 3436216 3437978 3438287 
006523	5 / 52 / 5	PK180	0031573	5	3254408 3406295 3414657 3418058 3428820 
004810	4 / 60 / 4	PK229	1051497	7	3254633 3359026 3404364 3431133 
005217	6 / 27 / 9	PK336	0493856	2	3329449 3350812 3381424 3393147 3402266 3426658 
006504	12 / 60 / 21	PK229	3451414	3	3257543 3372100 3384120 3396208 3404642 3406295 3415766 3418117 3426169 3426556 3431078 3439818 
012289	6 / 16 / 6	TAYSEM	0409956	2	3258485 3270468 3291024 3322523 3381480 3413521 
005264	3 / 38 / 3	TH224	1020104	4	3261773 3339827 3437701 
013004	2 / 52 / 2	TAYE	3451416	6	3263080 3312800 
011855	3 / 40 / 3	TAYG	0020093	5	3276264 3304946 3405744 
012593	8 / 52 / 16	TAYE	3425460	3	3283602 3340096 3340797 3389674 3390102 3396837 3404732 3435922 
012894	2 / 10 / 2	EH103	0033033	2	3303699 3389574 
004864	1 / 52 / 1	TAYE	3451416	7	3304629 
003448	12 / 65 / 12	TH110	0031359	5	3314570 3331071 3338504 3339061 3340292 3347973 3405145 3417338 3418145 3424318 3435183 3437252 
001878	1 / 29 / 2	TH102	0168763	4	3318430 
012749	1 / 29 / 4	EHLEC	3426520	3	3429532 
004015	11 / 40 / 15	TAYG	1167978	2	3331179 3353145 3411005 3414395 3417042 3417359 3431303 3432447 3436158 3436212 3436683 
007365	65 / 67 / 65	PK338	0603646	2	3337037 3338668 3340324 3341079 3341634 3342969 3352904 3397992 3404693 3405151 3406073 3411158 3412644 3413356 3413728 3414201 3414238 3415615 3416640 3416997 3417055 3417097 3417336 3418120 3418264 3418908 3420037 3420434 3421604 3422289 3422414 3422964 3425401 3426020 3426244 3429524 3429832 3429894 3430142 3430152 3430383 3431060 3431226 3431260 3431535 3431828 3432622 3433251 3435380 3435397 3435931 3437089 3437295 3437511 3437589 3437591 3437701 3438374 3438443 3438589 3439280 3439437 3439511 3439528 3439636 
002653	6 / 39 / 13	TAYF	0576472	2	3338564 3374470 3413774 3413980 3432782 3438471 
002420	2 / 9 / 2	PK232	0695890	2	3338762 3396492 
003406	4 / 39 / 11	CARP21	3320456	3	3431939 3434468 3438465 3439899 
001559	0 / 24 / 1	BYC127	0031756	4	
010859	4 / 16 / 6	EHI	0402773	2	3339354 3412864 3414278 3425364 
005850	11 / 38 / 11	TH224	3102393	2	3340449 3353511 3374040 3396036 3397334 3397586 3413283 3414657 3415852 3429602 3435366 
013059	2 / 9 / 2	PK328	3458402	2	3343577 3358768 
004661	2 / 29 / 2	EHLEC	3455481	4	3350670 3430953 
008790	0 / 8 / 1	TH251	3194197	2	
001749	4 / 16 / 6	DAL10	3460008	2	3377851 3429566 3434210 3435627 
012847	1 / 52 / 1	PK180	3447549	7	3380465 
008799	3 / 14 / 3	CARP17	0031572	2	3397565 3417003 3426666 
002393	3 / 13 / 3	CARP15	3332662	2	3398070 3411546 3414811 
009225	4 / 24 / 9	BYC127	1061058	2	3413771 3426718 3433788 3437141 
011335	1 / 52 / 1	PK180	0031573	6	3412874 
001242	1 / 23 / 1	PK278	3208421	4	3414811 
012762	1 / 23 / 1	PK349	3421211	4	3417075 
005120	1 / 8 / 1	PK231	3400071	2	3417512 
012594	4 / 39 / 4	TAYF	3425460	4	3420940 3432077 3432447 3435366 
012846	1 / 60 / 1	PK229	3447549	9	3430953 
012748	1 / 22 / 1	TAYD	3426520	4	3434079 
006019	0 / 7 / 1	PK227	0856198	2	
