80.68988
Zero Conflict:25650
Nonzero Conflict:2286
More students interested than room limit: 1
Course	Room	Teacher	Time	Students
009240	2 / 12 / 3	CARP15	0138190	2	1070930 1072820 
004036	2 / 15 / 5	TH251	0163316	2	1071068 3063573 
006874	3 / 13 / 4	PK337	0750235	2	1071077 1092551 1153307 
002368	36 / 60 / 37	PK25	1051497	3	1073211 1133589 3066736 3075252 3082314 3087948 3088147 3088433 3089542 3090058 3090375 3094700 3095460 3095867 3098284 3104777 3105866 3119630 3121782 3122181 3126602 3126772 3151195 3165880 3166656 3185122 3189715 3192657 3205491 3209936 3210027 3211396 3211478 3211643 3212293 3217371 
004276	11 / 46 / 12	PK180	3318666	3	1081058 3091218 3092091 3092830 3105292 3121199 3122857 3152623 3177165 3191198 3211393 
004665	11 / 46 / 15	PK180	1137952	2	1076479 1130377 1133642 1134731 1143180 1162792 3061460 3078232 3079855 3216898 3218135 
004281	2 / 13 / 4	CARP13	3092832	2	1080542 1109686 
001424	7 / 35 / 12	CARP21	0024663	2	1079349 3081179 3094700 3108814 3120788 3155060 3203791 
009232	5 / 22 / 6	GIL210	3208421	2	1093758 3061194 3078408 3090058 3175457 
002362	1 / 12 / 3	EHIII	1168243	2	1133589 
011334	2 / 11 / 2	PEMSTD	0031573	2	1104323 3215241 
001163	3 / 29 / 4	BYC127	0031568	3	1122236 3085612 3088010 
005272	9 / 60 / 9	PK25	1137952	4	1130377 1133642 1162792 1163270 3069585 3098496 3183942 3209784 3211478 
008434	16 / 51 / 17	TH224	0031553	2	1136656 3062439 3065312 3065779 3081234 3081988 3087809 3098240 3098243 3150738 3191428 3191823 3216670 3217434 3217444 3218034 
005218	5 / 14 / 5	TH102	1020104	2	1150448 3067793 3074091 3153473 3209784 
004016	11 / 41 / 11	PK229	0030564	3	1156086 1162443 3073790 3079769 3087472 3088141 3091842 3097321 3121582 3150738 3175457 
006850	1 / 26 / 3	TAYE	0824244	3	3153473 
007882	3 / 14 / 5	TAYC	0742958	2	3073216 3090029 3095460 
007899	1 / 24 / 2	GIL101	0742958	3	1161808 
004015	16 / 51 / 18	TH224	0031578	3	3061759 3071792 3078987 3080118 3082784 3084658 3099191 3100196 3103910 3125808 3136630 3160933 3177284 3192054 3193161 3209843 
005126	3 / 25 / 3	CARP25	0031543	3	3062439 3081073 3095254 
009225	9 / 39 / 11	TH110	1165592	3	3062958 3080405 3082688 3092179 3101150 3125127 3170878 3194873 3214704 
003406	8 / 30 / 10	TAYF	3318436	2	3068251 3081951 3088571 3092126 3094479 3179110 3214899 3217413 
005846	7 / 33 / 11	GOB	0031416	2	3095599 3097082 3104014 3118027 3125856 3194683 3212787 
003270	6 / 29 / 9	BYC127	3334646	2	3068998 3079120 3087757 3090375 3121782 3216244 
010859	2 / 14 / 5	EHSEM	0031347	2	3072284 3087414 
005138	2 / 10 / 2	BYC100	0031560	2	3076521 3096248 
007888	1 / 9 / 1	GOCOM	0431946	2	3078331 
005159	6 / 33 / 7	GOB	1084458	3	3079005 3125450 3190802 3197905 3213217 3227175 
004362	5 / 18 / 6	EHII	0989327	2	3079169 3081763 3086709 3150843 3209294 
002678	3 / 41 / 3	PK229	0031416	4	3080774 3193672 3216420 
005122	5 / 51 / 5	TH224	0031560	4	3081073 3092408 3092604 3093050 3100458 
004803	4 / 28 / 8	EHI	0031373	2	3085126 3095417 3177063 3210877 
009213	2 / 28 / 4	TAYG	0138190	3	3090714 3209294 
007878	5 / 26 / 7	PK243	0031386	2	3087144 3103203 3204306 3209669 3217785 
002396	2 / 12 / 3	TAYB	0020988	2	3089769 3188402 
006019	9 / 28 / 9	TAYG	0856198	2	3090312 3097468 3098490 3110756 3125450 3165225 3188887 3217724 3217778 
002700	1 / 9 / 1	BYC239	0053518	2	3093100 
002636	4 / 17 / 6	CARP17	0765372	2	3196059 3204495 3210027 3217543 
005120	3 / 28 / 4	TAYD	0031560	3	3108814 3152434 3191428 
011535	1 / 8 / 1	PK227	3213249	2	3107592 
002564	0 / 22 / 1	GIL210	0564741	3	
005238	1 / 18 / 1	EHII	0854975	3	3171506 
002449	0 / 8 / 1	PK10	0031582	2	
004810	3 / 39 / 3	TH110	1051497	4	3180821 3192054 3209949 
002401	1 / 23 / 2	EHLEC	0492580	3	3188402 
