79.728966
Zero Conflict:21990
Nonzero Conflict:2520
More students interested than room limit: 2
Course	Room	Teacher	Time	Students
004041	5 / 15 / 8	CARP13	3092051	1	0904301 0918064 0951991 0988355 1065271 
001559	1 / 2 / 1	PK354	0031756	1	0903633 
001185	1 / 3 / 3	PK259	0123161	1	0903917 
005191	3 / 18 / 4	EHI	1137952	2	0903917 0950504 3076576 
001772	6 / 13 / 6	GIL101	0271874	1	0904752 0918195 0971073 0995269 1007779 1058180 
005727	2 / 6 / 4	DC3	0031543	1	0914076 1065238 
008427	16 / 37 / 16	TAYF	0125630	2	0906085 0909942 0989590 1001351 1006405 1009104 1017760 1040618 1041559 1056738 1067483 1077003 1079444 1080398 1085061 3069337 
004011	38 / 111 / 38	PK338	0030564	3	0906447 0906738 0992186 1003389 1006405 1008967 1018174 1056320 1057261 1059469 1066007 1067241 1079444 1080757 1081250 1082799 1082842 1084909 1086329 1092999 1097648 1102530 1104498 1143717 1144234 1145578 1157506 1169360 1169962 1170033 1170370 1170703 1170823 1171414 3074167 3076618 3077472 3089651 
008447	2 / 14 / 7	PK232	0132890	1	0987937 1038420 
005845	5 / 14 / 7	RCCON	0031582	1	0908164 1028249 1140609 3072293 3076211 
005205	7 / 29 / 11	TAYC	3090017	2	0909216 0985094 1049929 1057004 1058058 1073544 3076618 
008773	8 / 29 / 20	TAYC	1168489	1	0909240 0954917 0993790 1018252 1056270 1081006 3071734 3078408 
002381	3 / 6 / 4	GOCOM	0031473	1	0917702 1023494 1082905 
004807	9 / 18 / 11	EHLEC	0672202	1	0909560 0912699 1049050 1053105 1058421 1116377 3068353 3069337 3080592 
001562	1 / 2 / 1	PK200	0031333	1	0910834 
007905	1 / 13 / 1	PK227	0031539	2	0911218 
004817	3 / 18 / 4	TAYB	0031473	2	0911347 0989401 1020727 
008779	14 / 41 / 17	TH104	0899465	2	0912781 0913989 0920095 0945034 0945635 0948095 0963528 0971073 1006105 1018301 1076989 1078508 1088173 1161132 
002151	25 / 48 / 43	PK180	1083806	1	0915648 0959092 1002729 1005059 1010643 1029737 1030369 1056980 1064605 1079366 1079771 1082907 1116854 1117320 1131189 1133174 1139478 1143639 1143723 1144234 1157047 1160158 1169962 1170303 1171414 
005141	14 / 39 / 17	PK229	0493856	2	0915648 1005412 1018183 1054176 1056857 1067241 1076238 1086447 1092187 1100338 1141220 1142309 1169402 3064977 
008800	9 / 24 / 16	TAYG	0031572	1	0945635 0967042 1004733 1006899 1015256 1025644 1047318 1076854 1172397 
002855	111 / 111 / 279	PK338	0031347	1	0918549 0987347 0988826 1007952 1008967 1017492 1018183 1026650 1055348 1056857 1056970 1057610 1058893 1059469 1059572 1059654 1059677 1060299 1062675 1063875 1065148 1065646 1065732 1066431 1067241 1067382 1068549 1076234 1076238 1076877 1077065 1077874 1078390 1078646 1078655 1078896 1079085 1079363 1079564 1080272 1080653 1080757 1080894 1081101 1081249 1081250 1082315 1082842 1084057 1084363 1085106 1086447 1086710 1086802 1086867 1086927 1087081 1087782 1087938 1087960 1088173 1088365 1088384 1088558 1088636 1088690 1088785 1088882 1088972 1089147 1090564 1090933 1092116 1092187 1092999 1093044 1093549 1094134 1094520 1094929 1095157 1095596 1095717 1095814 1096113 1096152 1096470 1096822 1097648 1098099 1098210 1099059 1099662 1100129 1100536 1100537 1100899 1101031 1101336 1101406 1102030 1102530 1102723 1103391 1104151 1104216 1104356 1104498 1104669 1105086 1105842 
002367	30 / 66 / 34	PK25	0493725	2	0950942 0980693 0988826 0998351 1001806 1004225 1005102 1006744 1023494 1035148 1055640 1056270 1065654 1065781 1066007 1076854 1082905 1098099 1104356 1117264 1117320 1139478 1143723 1169962 1170370 3073666 3074570 3077064 3085504 3085521 
002688	3 / 48 / 3	PK180	0031353	3	0952008 1000939 1056217 
006508	3 / 18 / 6	EHLEC	0031478	2	0958186 1004968 1021017 
001178	3 / 17 / 3	CARP15	0827357	2	0966299 1007554 1018817 
004361	4 / 18 / 6	TH102	1063561	2	0972861 1077416 1077482 3080198 
005121	1 / 16 / 2	EHIII	0031560	2	0976318 
002149	8 / 31 / 16	GIL210	0470544	2	1001613 1006438 1077161 1080303 1142418 1143290 3076190 3085509 
006860	6 / 21 / 7	DAL105	0031335	2	0988603 1013197 1024283 1055590 1057535 3074023 
007008	20 / 48 / 24	PK180	0316015	2	0993790 1034405 1038303 1040818 1064148 1065142 1067382 1076274 1078896 1080149 1094929 1101031 1131602 1149565 1170567 3067556 3069264 3073138 3076896 3077472 
002564	1 / 15 / 2	CARP13	1167856	2	1000750 
006038	0 / 14 / 2	DAL318	0031621	2	
007881	7 / 24 / 9	TAYG	0742958	2	1001905 1002241 1039943 1040045 1046439 1047318 1058048 
005197	2 / 14 / 2	PK232	1020104	2	1008387 1057592 
006848	11 / 31 / 14	PK243	0031347	2	1009729 1025644 1036027 1064780 1066915 1100129 1104669 1117142 1143228 1171297 3075188 
005159	2 / 17 / 3	PK349	1084458	2	1017840 1137955 
009301	1 / 59 / 1	DAL204	0031353	4	1010750 
002152	11 / 31 / 14	PK336	0428815	2	1017832 1055348 1059469 1066309 1085106 1099059 1119989 1150965 1158007 3068712 3074734 
003017	2 / 41 / 3	TH104	0492580	3	1021751 1025644 
004278	0 / 14 / 2	RCCON	0529112	2	
001156	1 / 37 / 1	CARP21	0493725	3	1053370 
004733	4 / 18 / 6	TH251	0467594	2	1058893 1076877 1094520 3074551 
006525	2 / 66 / 2	PK25	0031573	4	1066679 1073544 
007887	1 / 13 / 1	GIL101	0217682	2	1076085 
005119	7 / 59 / 7	DAL204	0031560	3	1080653 1088173 1088384 1111549 1131918 1169257 3084099 
001560	1 / 13 / 1	EHSEM	0129398	2	1104151 
003407	3 / 23 / 9	TAYD	1051448	2	1170479 3074930 3080592 
