71.48649
Course	Room	Teacher	Time	Students
011295	4 / 10 / 5	TH223	3208554	4	1143121 1161679 3066973 3119048 
001547	2 / 10 / 5	GOCOM	0031756	4	3213727 3331578 
008763	26 / 60 / 53	PK336	0899465	5	1149928 3094738 3158474 3189051 3256154 3261685 3261754 3261847 3265450 3304941 3306692 3306968 3312113 3315767 3315789 3319376 3322663 3322740 3322942 3323699 3329413 3329757 3331618 3332518 3333007 3333635 
011392	13 / 36 / 17	TAYE	3310794	4	1150110 1163131 3070887 3087431 3089115 3093184 3094527 3094575 3107224 3191198 3193161 3213909 3218034 
004036	10 / 31 / 14	CARP25	3335907	4	1154382 3062958 3078987 3079769 3080118 3084658 3103910 3160933 3177873 3217540 
004735	0 / 6 / 3	PEMSTD	3393272	4	
005852	10 / 29 / 12	TAYF	0031416	4	1155110 3078958 3082941 3092781 3112040 3112329 3216649 3219428 3251957 3256812 
011860	2 / 5 / 3	PK300	3332662	4	1156277 3062898 
004804	6 / 29 / 12	EHI	0348369	4	1159860 3061917 3085407 3150843 3220304 3260419 
002162	3 / 31 / 14	TAYB	3393271	4	1162725 3062766 3100728 
003031	11 / 36 / 11	TAYE	0375562	5	1163125 3064899 3065591 3066992 3067352 3069894 3073034 3077935 3089384 3097153 3098276 
001752	2 / 7 / 4	PK337	0416447	4	1163242 3098276 
006050	1 / 4 / 1	PK10	0031526	4	1163719 
004667	5 / 29 / 7	TAYF	0470839	5	3057461 3069486 3079769 3088071 3096808 
002173	0 / 8 / 2	RCSEM	1083806	5	
008767	19 / 119 / 19	PK338	0899465	6	3061134 3093208 3097709 3108691 3114853 3115992 3118090 3155033 3193996 3204688 3205138 3210876 3248776 3250904 3281747 3306786 3322307 3322949 3332980 
002151	46 / 64 / 62	PK25	0162987	5	3068251 3082852 3089542 3091218 3092091 3093208 3098380 3099184 3110627 3125127 3145520 3173096 3177873 3185620 3192055 3193996 3197905 3204830 3208714 3210074 3211081 3250907 3268127 3281747 3288377 3303949 3304005 3304008 3304324 3306703 3306786 3307400 3308695 3311410 3311445 3314945 3315059 3315632 3316281 3316653 3316711 3321871 3329836 3331473 3331582 3331776 
002855	119 / 119 / 314	PK338	3407450	5	3061917 3084353 3085846 3091747 3094556 3095765 3110898 3111037 3112040 3112329 3113753 3114139 3114251 3114269 3114701 3114776 3114853 3114872 3115257 3115992 3116564 3118178 3138631 3188399 3188882 3191340 3193987 3204511 3204688 3209832 3209872 3209873 3210020 3211007 3211155 3211542 3211593 3212008 3213161 3213921 3214129 3214147 3214178 3214617 3215099 3215249 3215601 3215635 3215759 3215879 3215889 3216554 3216580 3216601 3216609 3216633 3216871 3217346 3217615 3217667 3218335 3218908 3219029 3219639 3219685 3219719 3219783 3219786 3219920 3220189 3220304 3220537 3220923 3220932 3221081 3221143 3221557 3221612 3221785 3221922 3222944 3223001 3223468 3223593 3223740 3224239 3225263 3226387 3227145 3227208 3227754 3228428 3228759 3228778 3228861 3231826 3231837 3231914 3232225 3232322 3232625 3232650 3232822 3233348 3233697 3233850 3236537 3238039 3238414 3239030 3239494 3248177 3248182 3248326 3248478 3248716 3248776 3249531 3249841 
008420	10 / 39 / 14	PK180	0031553	5	3081988 3098243 3163183 3191876 3212787 3216244 3216906 3218034 3319378 3330820 
002452	1 / 6 / 1	PK354	0132890	5	3062512 
001561	1 / 24 / 6	PK349	1168366	5	3081927 
006038	6 / 29 / 7	EHI	0031621	5	3062828 3072895 3087527 3092830 3094744 3097468 
007881	5 / 45 / 5	TH110	0470839	6	3063119 3204306 3209669 3217444 3219029 
002665	0 / 64 / 1	PK25	0899465	7	
002875	1 / 10 / 3	TH251	0031582	5	3064715 
001747	5 / 31 / 8	TAYB	0416447	5	3065722 3080512 3080943 3098496 3252673 
009231	5 / 20 / 5	CARP15	0697660	5	3066423 3104870 3105866 3180821 3210027 
002381	2 / 10 / 3	CARP13	0031473	5	3066736 3217604 
005201	1 / 39 / 1	PK180	0847593	6	3067214 
011064	3 / 19 / 4	RCCON	3195964	5	3069455 3079005 3092012 
011832	0 / 119 / 5	PK338	3196642	7	
005739	5 / 23 / 6	BYC127	3392421	5	3070830 3119630 3190134 3217372 3322236 
006865	3 / 10 / 3	TH223	3402332	5	3074091 3087414 3090058 
011986	5 / 27 / 7	EHIII	0004955	5	3076521 3213968 3216649 3329964 3331090 
011065	1 / 38 / 1	GOB	3195964	6	3078408 
012051	7 / 31 / 10	CARP25	0030512	5	3078437 3082370 3082941 3093298 3104777 3169644 3254237 
004852	3 / 17 / 4	TH104	3194193	5	3078958 3155201 3333675 
004014	15 / 43 / 27	EHLEC	3244352	5	3079816 3097933 3121782 3150738 3171506 3211384 3252312 3283446 3304197 3307002 3311452 3311550 3315613 3316614 3322107 
004046	4 / 17 / 4	PK278	0854975	5	3081698 3151195 3165880 3175457 
001423	9 / 38 / 13	GOB	0853792	5	3097592 3123316 3125808 3193672 3280006 3297368 3322084 3322108 3332532 
007034	5 / 26 / 7	PK229	0031573	5	3088350 3105292 3108487 3204306 3275971 
004288	0 / 6 / 1	GOA	0123161	5	
001549	2 / 8 / 2	ROSTUD	1051387	5	3093319 3217778 
008773	4 / 20 / 5	TAYD	1168489	5	3094422 3142378 3215666 3295766 
006024	18 / 49 / 46	EHII	0554585	5	3103166 3204619 3211473 3250904 3258543 3259090 3273481 3304723 3306835 3309190 3310852 3316693 3330377 3330439 3330986 3332252 3332421 3332978 
003407	5 / 36 / 11	TAYG	3408295	5	3095337 3307517 3315961 3316819 3332654 
005121	4 / 17 / 4	TH102	3400071	5	3101150 3108814 3152434 3191428 
007887	3 / 17 / 4	TH111	0431946	5	3103203 3110756 3217785 
002567	2 / 40 / 2	BYC106	0031621	6	3108814 3211727 
005179	1 / 15 / 4	CAN314	3393850	5	3153473 
002152	13 / 64 / 14	PK25	0162987	6	3116564 3188399 3194428 3214147 3216580 3221143 3221612 3227208 3260264 3310852 3315961 3330372 3332978 
004359	8 / 37 / 13	CARP21	0989327	5	3120137 3125322 3127044 3154498 3155695 3308878 3315957 3323539 
007877	2 / 22 / 6	PK328	0031386	5	3121582 3256961 
004377	1 / 60 / 1	PK336	0847593	7	3150843 
005264	1 / 6 / 1	PK200	1020104	5	3209784 
002564	1 / 6 / 1	PEMSTD	3393847	5	3213412 
004361	0 / 7 / 2	PK337	0138190	5	
001156	2 / 10 / 3	GOCOM	3208421	5	3304359 3330273 
002373	0 / 5 / 1	PK300	0031632	5	
011532	1 / 5 / 1	EHSEM	0431634	5	3311808 
