86.93364
Zero Conflict:50977
Nonzero Conflict:3914
Course	Room	Teacher	Time	Students
013193	11 / 78 / 11	TH110	0898918	57	3591211 3497993 3561074 3505157 3577187 3694428 3470393 3471447 3516634 3579723 3650578 
013627	21 / 174 / 21	PK20	3459335	58	3591211 3666570 3690361 3580251 3821254 3712888 3479311 3816104 3577187 3689375 3480868 3521001 3722926 3581085 3481664 3543742 3581920 3694432 3576512 3668966 3669043 
015418	13 / 78 / 13	TH110	0135660	59	3591211 3574563 3559857 3514964 3540124 3558796 3651465 3537536 3668871 3668937 3669028 3797737 3910593 
003270	23 / 174 / 23	PK20	0492451	57	3601391 3790857 3820885 3822218 3903092 3667749 3577167 3819628 3715155 3823262 3821958 3577795 3674492 3655428 3692786 3693253 3695292 3816463 3818771 3904411 3905822 3693224 4086293 
015669	15 / 78 / 15	TH110	0804281	58	3601391 3635012 3796230 3578191 3585962 3695539 3568950 3546891 3574546 3668768 3668834 3669033 3797590 3797659 3910663 
005141	19 / 174 / 19	PK20	0493856	60	3910185 3619323 3821440 3929954 3789070 3560511 3768588 3579645 3823391 3930047 3557478 3667381 3667654 3712286 3832060 3843290 3417643 3533264 3537536 
008773	13 / 174 / 13	PK20	3996107	59	3630474 3823438 3913862 3846234 3848104 3691616 3852520 3785953 3521001 3910343 3768025 3822886 4086333 
003454	26 / 174 / 26	PK20	3443571	61	3544262 3699561 3789175 3581315 3630915 3768339 3819304 3610671 3616872 3620520 3665045 3773692 3796974 3819309 3768088 3699593 3818274 3768458 3789507 3689920 3712286 3790792 3819332 3820992 3797640 3910544 
004293	13 / 78 / 13	TH110	3818521	60	3632720 4000229 3581220 3581918 3491953 3631042 3667674 3579181 3458061 3627845 3668767 3797728 3910605 
005743	12 / 78 / 12	TH110	3392421	61	3634695 3930052 3540428 3575735 3580159 3817048 3577806 3481664 3577682 3651033 3599497 3668766 
004275	21 / 174 / 21	PK20	0949010	62	3635012 3397771 3789439 3816993 3995719 3929864 3823094 3579867 3650997 3792443 3818675 3822122 3910179 3668953 3797749 3797831 3910526 3914525 4086216 4086250 4086505 
002572	17 / 78 / 17	TH110	3792642	62	3575916 3821393 3651499 3694797 3708638 3689845 3694417 3581227 3581171 3694384 3576013 3693902 3645471 3668753 3669017 3797824 4094953 
013174	14 / 78 / 14	TH110	0897706	63	3692761 3667404 3693612 3699536 3819309 3580407 3561318 3524341 3575769 3695292 3819230 3474374 3818227 3668823 
014120	30 / 174 / 30	PK20	3819183	63	3669069 3678357 3823307 3811941 3846234 3913786 3930034 3930162 3834985 3860451 3692862 3799593 3930967 3576763 3578177 3910870 3823262 3816180 3538688 3798513 3559476 3560860 3690799 3789246 3829442 3931929 3789806 3821886 3797644 3910650 
004282	8 / 78 / 8	TH110	1165566	64	3651365 3632720 3675467 3820885 3491953 3580217 3693557 3684090 
002564	16 / 174 / 16	PK20	1168490	64	3678357 3848104 3492361 3820032 3860451 3913674 3691575 3848415 3906250 3910422 3692796 3820729 3668830 3910469 4086400 4094953 
011305	13 / 174 / 13	PK20	0029059	65	3678357 3693092 3819196 3930237 3557742 3559900 3575769 3581375 3615055 3693565 3839352 3910564 4086311 
007882	4 / 78 / 4	TH110	0470839	65	3683644 3796254 3817177 3820958 
001752	6 / 78 / 6	TH110	3896859	66	3689500 3578921 3844962 3581077 3695292 3910686 
007403	17 / 174 / 17	PK20	0031611	66	3652276 3693286 3668196 3479311 3695285 3581456 3592680 3671851 3693219 3575309 3581967 3668785 3668865 3668904 3668925 3668999 3669007 
006041	31 / 174 / 31	PK20	3818520	67	3503382 3667273 3692098 3694797 3818782 3560770 3769368 3462240 3492361 3561280 3650596 3581077 3821044 3691575 3695554 3956133 3574519 3629518 3816960 3820774 3930083 3555932 3578240 3579864 3581375 3610120 3694432 3792350 3824188 3628726 3797830 
003014	28 / 78 / 28	TH110	3332662	67	3695434 3816549 3558528 3930034 3715174 3797429 3815949 3914813 3498772 3823271 3851913 3575898 3690778 3692849 3695529 3817427 3915267 3580256 3668824 3797629 3797702 3910470 3910479 3910507 3910586 3910610 3910722 4086215 
010944	20 / 78 / 20	TH110	0777265	68	3577109 3695434 3797576 3816549 3592208 3715174 3580159 3694415 3793612 3581098 3575898 3510971 3577022 3692285 3817427 3690800 3819542 3668985 3689944 3797588 
002161	38 / 174 / 75	PK20	0301910	68	3652276 3651605 3699567 3821440 3846717 3497993 3716638 3821166 3668196 3712888 3652353 3816483 3611135 3915054 3930864 3666801 3693789 3722926 3821069 3695543 3721962 3821197 3426943 3629467 3671851 3680751 3710991 3715444 3768197 3816554 3816722 3817668 3820588 3821097 3861339 3580211 3820732 3668966 
006508	6 / 78 / 6	TH110	0031478	69	3699567 3822912 3581996 3692285 3820395 3576011 
015244	11 / 174 / 11	PK20	1167978	69	3768339 3904254 3914166 3666801 3559476 3580269 3816722 3580248 3668763 3668775 3910500 
001774	11 / 78 / 11	TH110	3474420	70	3768555 3602435 3561074 3462019 3549052 3568950 3579414 3668974 3797598 3797777 3910714 
003004	23 / 174 / 23	PK20	4086857	70	3789055 3820970 3930042 3930168 3694415 3819269 3821439 3691748 3629951 3578811 3576002 3576540 3797697 3910461 4086243 4086268 4086276 4086303 4086342 4086351 4086426 4086457 3668941 
011075	14 / 174 / 14	PK20	3899727	71	3694797 3796237 3819304 3557244 3560167 3651487 3480868 3470393 3789573 3797331 3818025 3930547 3668812 3910721 
002393	3 / 78 / 3	TH110	3332662	71	3797084 3616206 3910563 
009240	8 / 78 / 8	TH110	0138190	72	3797084 3805981 3574475 3580211 3690204 3820491 3669004 4086280 
006500	44 / 174 / 44	PK20	0031399	72	3851345 3814107 3833424 3475959 3558528 3577054 3580584 3820038 3914371 3930162 3904320 3724014 3577703 3929644 3581098 3824908 3695022 3816997 3821069 3695285 3818746 3581469 3695027 3817668 3818773 3820395 3820992 3850568 3929237 3929635 3930485 3690800 3792406 3819676 3823402 3915028 3930721 3930891 3503865 3578673 3910538 3910725 4086269 3797610 
015667	13 / 174 / 13	PK20	3900232	73	3493764 3816963 3833378 3581247 3913164 3817981 3611135 3544254 3559302 3651585 3668538 3913606 3574475 
011536	9 / 78 / 9	TH110	3213249	73	3817379 3908300 3930102 3817260 3818676 3823278 3667674 3730202 4091039 
001881	5 / 78 / 5	TH110	0056992	74	3818807 3581232 3480867 3581967 3691241 
002569	14 / 78 / 14	TH110	3792642	75	3575916 3821393 3819143 3708638 3690719 3694417 3480867 3576020 3821554 3581952 3847728 3360165 3668753 3910527 
010724	16 / 174 / 16	PK20	1168490	74	3821393 3574137 3651499 3819143 3581171 3581201 3694384 3501476 3576020 3581127 3797331 3821554 3576355 3576623 3720506 3797808 
015672	15 / 174 / 15	PK20	3999282	75	3929704 3578443 3820970 3903861 3575969 3914371 3531305 3857764 3910422 3547282 3559963 3694791 3929575 3533264 3797610 
015673	17 / 174 / 17	PK20	3999282	76	3929704 3578443 3820970 3821004 3903861 3575969 3914371 3531305 3857764 3910422 3547282 3694481 3694791 3818029 3929575 3533264 3797610 
007923	6 / 78 / 6	TH110	0821481	76	3651243 3821088 3497948 3578392 3797764 3797833 
002362	3 / 78 / 3	TH110	1165566	77	3821269 3483977 3768025 
003001	26 / 174 / 26	PK20	3473854	77	3820030 3821588 3820037 3821571 3667749 3797429 3821439 3464954 3653200 3817637 3820405 3613455 3821008 3694236 3819598 3820588 3821359 3820971 3823402 3576355 3668760 3797760 3910516 3910523 3910670 3910732 
009232	24 / 55 / 25	PK338	3208421	1	3821162 3819380 3498974 3821632 3575071 3580798 3653119 3690346 3226303 3689919 3820010 3483977 3821006 3639772 3693280 3768025 3577741 3668826 3668849 3669008 3797819 3910690 3910691 3910741 
015113	16 / 37 / 19	TAYD	0820103	1	3482288 3823113 3492392 3581827 3462240 3579028 3531305 3538202 3559657 3581846 3487316 3574866 3930137 3930767 3908117 3910624 
013207	7 / 18 / 10	EHI	0493856	1	3818686 3694012 3575898 3817427 3914354 3797773 3910630 
003406	58 / 78 / 62	TH110	1167851	1	3915044 3930674 3581981 3930135 3816108 3816963 3843810 3901790 3903896 3914344 3930220 3769368 3801768 3819177 3930026 3930260 4000229 3666995 3820032 3914813 3915038 3929815 3823271 3929167 3823405 3930025 3863747 3914875 3915029 3930054 3580912 3930683 3807883 3914814 3930083 3930303 3651465 3694712 3710991 3796247 3817969 3820756 3821359 3824450 3904101 3914696 3915243 3928911 3930469 3930547 3417643 3930721 3931064 4093446 3481532 3581967 3821047 3904620 
013190	22 / 65 / 28	PK243	1137952	1	3575266 3901722 3930678 3904320 3570123 3913674 3929849 3595071 3869959 3608602 3579867 3768197 3820587 3834370 3693891 3820732 3930731 3797831 3910526 3910766 4086215 4086424 
006851	21 / 73 / 49	PK349	0402773	1	3768303 3822218 3691783 3819196 3819269 3821116 3650239 3580796 3820768 3695543 3901413 3905460 3543742 3576792 3578747 3816554 3846920 3199633 3904645 3790306 3627845 
012304	23 / 78 / 23	TH110	0031572	2	3580259 3910937 3540428 3561430 3693856 3788983 3901691 3581962 3691962 3714653 3629518 3807883 3510665 3788990 3790792 3818675 3690204 3482422 3668921 3668924 3797642 3797768 4086436 
001764	8 / 25 / 14	TH104	1000086	1	3911124 3578177 3759024 3830308 3781152 3796964 3669014 4086511 
004810	2 / 12 / 6	CARP13	1051497	1	3931474 3910651 
011987	3 / 10 / 5	RCCON	3764403	1	3913159 3797324 3852806 
001424	8 / 21 / 12	TAYC	0020093	1	3913185 3620520 3758075 3768588 3914968 3695539 3820378 3797614 
007028	9 / 21 / 12	PK126	0316015	1	3589576 3930034 3902667 3695784 3797629 3797647 3797728 3910762 4086433 
012818	10 / 22 / 13	DAL2	3448653	1	3913862 3852207 3597215 3823094 3818805 3913863 3721994 3797645 3797692 3797829 
007368	63 / 174 / 63	PK20	0031611	1	3839910 3930614 3858245 3915040 3930052 3931001 3818770 3820037 3905871 3914371 3915042 3930162 3580251 3609407 3668130 3816181 3822995 3834985 3602435 3692852 3789493 3914515 3930118 3930967 3577703 3817981 3816530 3930070 3796148 3820405 3821048 3857764 3911054 3930302 3689329 3889653 3823151 3914724 3695643 3788616 3819353 3854016 3759552 3788743 3788897 3797564 3816463 3819598 3839352 3850568 3860357 3913815 3914928 3929241 3929575 3929894 3930485 3930676 3820491 3915028 3915036 3910696 4086457 
010872	11 / 23 / 14	CARP25	3098022	1	3575971 3819367 3931971 3789315 3816832 3672031 3578963 3581903 3592680 3666175 3819433 
012487	2 / 10 / 5	ROSTUD	0777265	1	3581207 3816708 
001552	1 / 5 / 3	TH251	0129398	1	3483042 
012354	3 / 9 / 5	GOCOM	0031756	1	3910622 3910674 4086355 
013185	7 / 18 / 9	DAL1	0132890	1	3488858 3575259 3692786 3693253 3666207 3797720 3797784 
013640	2 / 8 / 4	PK154	0893542	1	3487623 3668937 
002438	1 / 4 / 2	CANMEDIA	0321808	1	3668827 
012437	24 / 45 / 24	PK234	0825571	1	3503587 3635008 3693286 3544945 3558838 3560234 3690652 3480592 3695285 3476927 3524963 3606350 3650228 3693219 3693433 3693224 3789464 3668778 3668844 3668865 3668912 3668933 3669018 3910539 
001894	6 / 12 / 6	CARP17	3483424	1	3557244 3575483 3483640 3480868 3581085 3575928 
006588	7 / 17 / 9	EHII	0031478	1	3506324 3577109 3581228 3581098 3579414 3576011 3668812 
012730	4 / 12 / 6	DAL20	3996795	1	3581870 3486834 3667821 3669013 
002412	11 / 37 / 19	PK179	0697660	1	3821004 3540705 3559970 3671929 3560193 3598090 3597302 3694481 3666161 3668868 3668911 
008774	3 / 17 / 8	GOSCENE	0031572	1	3820885 3904965 4086248 
003034	3 / 7 / 4	PEMSTD	4019282	1	3560770 3574542 3580326 
008782	17 / 30 / 18	PK229	0576472	1	3578804 3561430 3652473 3709927 3788983 3901691 3691981 3715174 3915088 3559319 3559225 3690204 3668807 3668829 3910483 3910569 3910698 
004889	19 / 33 / 19	TAYG	0348369	1	3482101 3575969 3576753 3580139 3561511 3579949 3575908 3481944 3508682 3581080 3581149 3581469 3581907 3692294 3533264 3558963 3580383 3668770 3669045 
011187	2 / 7 / 4	PK264	0032827	1	3667749 3668832 
005263	6 / 21 / 12	GOB	0493855	1	3665045 3819232 3616206 3667381 3506165 3669016 
012352	3 / 17 / 5	TAYB	0129398	2	3580584 3667821 3762625 
005218	11 / 28 / 15	DAL119	1020104	1	3667404 3609553 3540190 3577795 3618222 3816180 3901004 3559462 3692807 3910179 3514920 
013180	13 / 30 / 17	TAYF	3818518	1	3693612 3816549 3577054 3610671 3691962 3914906 3483036 3704166 3728679 3576037 3668944 3668988 3797633 
005853	8 / 18 / 10	DAL25	3470325	1	3612427 3616872 3775417 3606418 3668783 3668930 3703938 3910745 
006523	3 / 14 / 7	EHIII	0031573	1	3848104 3650578 3908314 
014180	6 / 18 / 10	PK259	0599596	1	3581315 3694980 3690020 3577590 3629970 3668856 
015245	9 / 23 / 14	DAL212A	3839981	1	3790492 3558543 3769494 3678350 3538688 3797206 3668763 3910707 3910712 
013998	4 / 6 / 4	RCSEM	0999321	1	3693084 3578191 3651573 3692187 
013997	4 / 17 / 9	TAYB	3575049	1	3652273 3578036 3695529 3668906 
006504	27 / 72 / 37	PK278	1021242	1	3820030 3929704 3774021 3796906 3811886 3845742 3915026 3716638 3902614 3913807 3690719 3722764 3789439 3816993 3808480 3929102 3510971 3610120 3649880 3768620 3797532 3821643 3931929 3722992 3930865 3910510 3910542 
004379	4 / 14 / 7	PK337	3451416	1	3655749 3559624 3819676 3910498 
014124	2 / 6 / 4	RODESIGN	3555100	1	3521001 3557742 
005734	3 / 6 / 4	DAL315	3556752	1	3789070 3768625 3694415 
007878	8 / 18 / 10	TH111	0470839	1	3790857 3913786 3858042 3615055 3693557 3818029 3820212 4086413 
012353	5 / 11 / 6	TH118	3431836	1	3577485 3796723 3432357 3762625 3559731 
014982	2 / 5 / 4	BYC100	0899465	1	3577806 3651816 
015507	3 / 11 / 6	PK354	0673281	1	3797164 3771747 3650256 
015508	14 / 66 / 16	CARP21	0673281	2	3576231 3557244 3797266 3538202 3694668 3557478 3559149 3559963 3704166 3774808 3817177 3953805 3537536 3910738 
015013	6 / 14 / 7	CARP15	0827051	1	3799474 3930237 3764157 3847728 4086244 4086385 
003456	10 / 45 / 13	PK234	3318436	2	3693185 3492392 3811886 3914745 3773692 3789507 3557742 3759552 3668793 3668817 
004012	16 / 44 / 22	TAYE	3442425	1	3811941 3871577 3910848 3797168 3397771 3823311 3715155 3771823 3819393 3823092 3931158 3817507 3929800 3695201 3912597 3915203 
001747	9 / 19 / 11	TH102	3896859	1	3821016 3904334 3666520 3818676 3694813 3668934 3910704 4086443 4086450 
014123	3 / 13 / 4	TH129	3555100	2	3823228 3483059 3650256 
004360	5 / 17 / 5	GOSCENE	3451416	2	3845742 3913671 3608602 3789246 3929575 
003421	10 / 28 / 15	BYC127	0024092	1	3619323 3692164 3821766 3903520 3914745 3815902 3823387 3717137 3821958 3630526 
002390	4 / 18 / 6	EHI	0316015	2	3905885 3904320 3574873 3797791 
013213	4 / 14 / 7	PK10	3996564	1	3914750 3910635 3910652 3910717 
003007	9 / 20 / 12	DAL6	3473854	1	3929468 3823402 3797760 3910516 3910641 3910670 4086276 4086327 4086356 
011535	8 / 19 / 11	PK328	3213249	1	3651750 3930705 3690845 3584557 3677885 3821059 3824188 3669044 
012821	10 / 37 / 11	PK179	3448653	2	3470797 3575071 3479534 3595071 3689919 3639772 3676165 3693280 3666161 3668895 
015501	7 / 20 / 12	DAL10	1168592	1	3574967 3577022 3580991 3458061 3797648 3797854 3797856 
009342	0 / 3 / 2	SW3	0031522	1	
009335	6 / 18 / 6	DAL25	0031522	2	3460718 3609407 3618222 3666520 3606148 3797673 
014866	78 / 174 / 78	PK20	0031522	3	3819380 3630474 3669069 3820858 3930042 3930817 3931001 3518231 3915042 3631101 3476864 3668420 3910870 3512896 3651573 3931889 3705083 3577806 3655393 3771823 3902440 3559870 3576126 3577682 3591774 3690778 3694741 3694791 3816924 3816970 3903909 3903986 3930891 3908117 3463919 3578673 3668805 3668843 3668860 3668934 3668961 3669008 3669027 3797588 3797590 3797597 3797607 3797638 3797641 3797648 3797657 3797659 3797679 3797776 3797863 3815923 3910479 3910489 3910535 3910550 3910559 3910599 3910676 3910681 3910704 3910725 3910756 3929472 4086225 4086260 4086268 4086269 4086321 4086357 4086375 4086393 4086476 4096176 
002874	4 / 5 / 4	TAYSEM	0031582	1	3669280 3667311 3668758 3797755 
005864	2 / 5 / 3	PK247	3212821	1	3480791 3650997 
009270	17 / 37 / 21	DAL300	3554810	1	3576230 3691748 3819628 3691228 3823755 3823192 3905822 3929222 3668952 3910529 3910541 3910567 3910646 3910718 4086246 4086296 4086310 
008769	17 / 49 / 25	TH224	3554385	1	3903994 3458065 3852217 3930831 3759337 3914251 3799593 3903833 3930608 3690806 3814776 3816997 3817261 3716140 3902911 3906818 3913606 
004362	4 / 33 / 4	TAYG	3451416	3	3768588 3576990 3910495 4086397 
014140	4 / 16 / 8	PK227	0031336	1	3602816 3559903 3559537 4086245 
002420	1 / 4 / 3	SW8	0695890	1	3476864 
006860	4 / 14 / 7	CAN205	3461209	1	3822912 3694432 3818773 3929237 
006874	6 / 15 / 8	BYC106	3818519	1	3667464 3820965 3694738 3694431 3694903 3792350 
003008	15 / 65 / 16	PK243	3473854	2	3821004 3914813 3819269 3464954 3819230 3914354 3668760 3668953 3797636 3910491 3910503 3910563 3910647 4086223 4086425 
013648	3 / 4 / 3	SW7	0605187	1	3581999 3822613 3556594 
003448	8 / 20 / 12	EHLEC	0031359	1	3764613 3652373 3856450 3815898 3913396 3820992 3789288 3910556 
002151	6 / 27 / 15	PK25	0428815	1	3929679 3695145 3852791 3821231 3819645 3669047 
013146	7 / 13 / 7	TH129	0031568	1	3498772 3581455 3578392 3692609 3576355 3576507 3581851 
014628	21 / 73 / 21	PK349	3575049	2	3481391 3687862 3815949 3524066 3694012 3691925 3764422 3581846 3561402 3538928 3546891 3574546 3580256 3693473 3816466 3819542 3668820 3668854 3668867 3668874 3910523 
015681	9 / 23 / 9	CARP25	0995587	2	3820970 3581389 3596492 3599090 3819372 3903138 3668772 3797643 3910744 
015682	0 / 23 / 9	DAL212A	3460008	2	
002698	2 / 4 / 3	TH223	0854975	1	3581596 3668955 
015660	3 / 13 / 7	PK200	3926311	1	3694101 3596713 3579143 
003029	18 / 72 / 18	PK278	4019282	2	3492423 3601391 3579028 3694415 3691748 3629951 3694431 3561084 3578392 3649880 3695027 3578842 3695024 3695271 3797604 3797638 3797674 3910471 
012292	7 / 22 / 9	DAL2	3098022	2	3819367 3931971 3480791 3666175 3576521 3797661 4086269 
007051	8 / 21 / 8	GOB	0031336	2	3904254 3860451 3690020 3902404 3560860 3606350 3915036 3910580 
005122	5 / 9 / 5	BYC239	3400071	1	3693092 3901254 3910576 3910761 4086247 
015496	11 / 73 / 11	PK349	3451416	4	3823228 3904965 3815902 3667821 3691983 3581920 3610287 3629970 3797206 3910636 3910680 
015670	21 / 38 / 22	TH116	0804281	1	3558528 3579579 3930890 3631101 3561402 3560649 3599536 3650225 3816924 3914676 3821034 3694426 3668795 3668834 3668870 3759872 3797657 3797880 3910495 3910580 4086503 
001843	27 / 66 / 30	CARP21	0056992	1	3789175 3481894 3493764 3818064 3708949 3902439 3790244 3820745 3821254 3931962 3712888 3666801 3722926 3818024 3501476 3559963 3579864 3581920 3725997 3816722 3819332 3995730 3668792 3668859 3668984 3797844 3910481 
013641	4 / 16 / 5	PK227	0893542	2	3485774 3577590 3668923 3797676 
013915	5 / 9 / 5	DAL212E	0564741	1	3575916 3581227 3581171 3576013 3560373 
004281	9 / 29 / 10	PK336	3092832	2	3651365 3820885 3581918 3579645 3631042 3583596 3797831 3910595 3910605 
012729	4 / 15 / 5	BYC106	3996795	2	3551641 3692852 3581080 3669045 
002653	9 / 28 / 10	DAL119	0576472	2	3699561 3711797 3817048 3652353 3816483 3931158 3721962 3668538 3694813 
007370	23 / 78 / 27	TH110	0826964	3	3689328 3930705 3797429 3904965 3724014 3821069 3851846 3796254 3807883 3910343 3630501 3692756 3788743 3788897 3820729 3904411 4091039 3910507 3910532 3910578 3910583 3910587 4093813 
001457	2 / 13 / 4	PK200	3555417	2	3816832 3650997 
007032	9 / 33 / 11	TAYG	0031573	2	3821687 3823311 3930967 3930083 3910179 3797773 3910615 4086253 4086357 
004356	10 / 30 / 11	PK229	0847593	2	3915042 3764613 3789315 3929167 3904334 3851913 3930303 3796732 3929237 3929241 
011307	2 / 14 / 5	EHIII	3213249	2	3502893 3666207 
002397	9 / 28 / 10	BYC127	3839983	2	3820037 3915026 3929651 3512896 3821048 3818805 3397840 3668831 3910529 
004832	13 / 55 / 14	PK338	0053518	2	3581827 3486653 3652273 3579143 3485628 3581469 3581907 3790825 3820958 3695201 3821886 3668839 4086370 
006539	11 / 44 / 12	TAYE	0777265	2	3692164 3797576 3816993 3576763 3581455 3695022 3930047 3797206 3820900 3692609 3797760 
014969	5 / 37 / 5	DAL300	3448653	3	3576763 3568636 3797752 3797829 3797856 
003002	4 / 18 / 6	PK259	0492580	2	3577703 3821044 3199633 3910588 
014207	3 / 14 / 5	PK337	3554810	2	3486834 3668832 3797644 
015133	11 / 38 / 12	TH116	3898367	2	3480728 3709927 3514095 3597215 3817419 3559903 3574519 3514964 3559537 3694791 3578781 
002175	11 / 30 / 11	TAYF	0168378	2	3493748 3561074 3471447 3471450 3521265 3559302 3578747 3581996 3650578 3580248 3668766 
001891	2 / 10 / 3	ROSTUD	3459335	2	3591591 3576512 
004306	8 / 27 / 10	PK25	3818521	2	3561229 3581220 3576013 3580217 3579181 3458061 3576623 3668767 
011865	2 / 30 / 3	TAYF	3092832	3	3581220 3797728 
015410	3 / 9 / 3	GOCOM	0024092	2	3592325 3493931 3668800 
012294	9 / 55 / 10	PK338	3098022	3	3759092 3629951 3491953 3576623 3668932 3797784 3910509 3910591 4086488 
009231	7 / 21 / 9	TAYC	0697660	2	3596713 3653200 3568636 3580114 3561098 3797856 3910690 
005725	6 / 49 / 6	TH224	3648007	3	3695145 3953805 3819542 3668770 3910646 4086475 
015668	14 / 49 / 14	TH224	3910189	2	3768034 3560687 3561511 3575908 3695643 3508682 3519726 3645720 3692294 3694741 3710476 3797822 3797829 3910713 
005228	8 / 72 / 8	PK278	3448653	4	3675467 3821166 3914968 3485774 3929864 3689375 3560858 3910595 
012293	4 / 65 / 4	PK243	3098022	4	3768972 3821059 3797650 3910725 
015650	4 / 20 / 7	DAL10	0031756	2	3818064 3581609 3823391 3668765 
009299	3 / 20 / 8	DAL6	0321808	2	3821180 3797752 3910686 
001546	20 / 73 / 21	PK180	0031756	3	3519078 3930831 3575483 3929849 3823094 3906250 3460343 3483042 3690043 3819645 3913606 3914696 3692915 3576460 3797801 3910622 3910674 3910707 4086391 4086484 
013210	2 / 9 / 3	BYC239	0031582	2	3848415 3852806 
002671	2 / 73 / 2	PK180	3451416	5	3462019 3820378 
002398	4 / 18 / 6	TH111	3839981	2	3540190 3792406 3576540 3668972 
014652	3 / 14 / 5	CARP15	0949010	2	3579867 3931323 3797754 
015659	3 / 12 / 4	CARP13	3764418	2	3642204 3931064 3995730 
005271	10 / 37 / 12	DAL300	1137952	2	3581981 3556617 3559815 3578707 3581247 3693219 3592180 3668816 3668855 3668968 
013147	2 / 9 / 3	DAL212E	0031568	2	3581995 3668938 
007076	5 / 45 / 6	PK234	0031568	3	3581995 3606290 3822122 3538400 3580211 
002396	9 / 25 / 10	TH104	0020988	2	3580798 3821116 3692380 3483977 3598090 3821006 3576792 3910702 3910741 
011037	1 / 25 / 1	TH104	0777265	3	3695022 
009296	2 / 29 / 2	PK336	3554810	3	3816860 3814239 
011864	3 / 20 / 7	EHLEC	0180723	2	3581605 3574558 3580269 
008470	4 / 12 / 4	CARP17	0695890	2	3674492 3692786 3693253 3818771 
005161	6 / 44 / 6	TAYE	0031582	3	3577054 3798513 3832060 3797614 3797678 3910482 
001563	2 / 28 / 2	DAL119	0129398	3	3432357 3668895 
007407	8 / 21 / 9	PK126	0162977	2	3560487 3544945 3558838 3462240 3487316 3580912 3476927 3578861 
001474	5 / 18 / 6	DAL1	0020093	2	3483306 3574967 3578963 3579687 3581903 
004740	2 / 12 / 4	DAL20	3764403	2	3668795 3668965 
015248	3 / 11 / 4	TH118	3786642	2	3650596 3540714 3693368 
009286	3 / 8 / 3	PK154	0138190	2	3694434 3815898 3559624 
003031	2 / 7 / 3	PEMSTD	0375562	2	3560770 3576248 
015445	0 / 7 / 3	PK264	0162976	2	
005252	1 / 23 / 1	CARP25	0321808	3	3579687 
015430	4 / 37 / 5	TAYD	3764403	3	3830308 3910422 3580340 3819230 
009213	12 / 66 / 12	CARP21	0138190	3	3816181 3599090 3818274 3820010 3516442 3693433 3693473 3722992 3930721 3575581 3668802 3821552 
003522	10 / 73 / 11	PK180	3554810	4	3768555 3818686 3581870 3692519 3642204 3669013 3797690 3797713 3910634 3910702 
015239	10 / 65 / 12	PK243	3839983	3	3821162 3758045 3226303 3694481 3823278 3929800 3792406 3668972 4086245 4086333 
004838	5 / 37 / 5	PK179	0697660	3	3821180 3717144 3668858 3910630 3910684 
015655	5 / 66 / 5	CARP21	0129398	4	3768515 3913815 3576521 3668894 3668978 
001448	1 / 11 / 4	PK354	0853792	2	4086421 
006019	1 / 6 / 2	RCSEM	0368960	2	3851735 
015656	1 / 5 / 1	BYC100	3817289	2	3914696 
011198	2 / 14 / 5	PK10	0254474	2	3578443 3546417 
002383	1 / 23 / 1	DAL212A	3473854	3	3671929 
001562	5 / 19 / 7	TH102	4089712	2	3581786 3693891 3668849 3693581 3910508 
013654	2 / 28 / 2	BYC127	0254474	3	3561318 3695292 
011534	4 / 30 / 4	PK229	3213249	3	3821632 3764157 3821077 3861339 
002932	1 / 49 / 1	TH224	3839983	4	3789806 
002376	1 / 45 / 1	PK234	3473854	4	3820756 
002384	2 / 72 / 2	PK278	3473854	5	3820963 3931474 
001182	1 / 66 / 1	CARP21	3839983	5	3821554 
010966	12 / 37 / 12	TAYD	0775640	2	3821643 3662232 3910484 3910555 3910594 3910613 3910706 3910726 3910735 4086424 4086441 4086472 
015678	6 / 17 / 6	EHII	3478658	2	3914502 3914750 3487429 3929894 3929979 3930216 
015663	6 / 19 / 7	PK328	4086857	2	3930301 3668824 3797626 3910519 3910610 3910641 
012820	0 / 5 / 1	TAYSEM	3195964	2	
015651	3 / 10 / 4	RCCON	3478855	2	3481532 3559731 3797855 
009513	0 / 6 / 2	RODESIGN	0031478	2	
014141	1 / 22 / 1	DAL2	0853792	3	3608602 
011315	3 / 55 / 3	PK338	3213249	4	3648970 3817419 3797704 
015411	2 / 27 / 2	PK25	0024092	3	3694798 3668758 
015014	3 / 38 / 6	TH116	3817289	3	3581192 3667606 4086441 
001751	8 / 73 / 8	PK349	0254474	5	3913159 3819372 3819353 3910422 3578392 3695292 3915243 3576460 
015448	2 / 14 / 5	CAN205	0402773	2	3852217 3819676 
009242	2 / 6 / 2	DAL315	0032827	2	3668916 3669013 
015409	1 / 21 / 1	TAYC	0031573	3	3668946 
